name,series
Gaius Julius Caesar (ES),Eiyuu Senki - The World Conquest
Galileo Galilei,Eiyuu Senki - The World Conquest
Geronimo (ES),Eiyuu Senki - The World Conquest
Gilgamesh (ES),Eiyuu Senki - The World Conquest
Hammurabi,Eiyuu Senki - The World Conquest
Ivan Grozny,Eiyuu Senki - The World Conquest
Jeanne d'Arc (ES),Eiyuu Senki - The World Conquest
Kublai Khan,Eiyuu Senki - The World Conquest
Leonardo Da Vinci (ES),Eiyuu Senki - The World Conquest
Lu Bu (ES),Eiyuu Senki - The World Conquest
Ludwig van Beethoven,Eiyuu Senki - The World Conquest
Marco Polo (ES),Eiyuu Senki - The World Conquest
Marie Antoinette (ES),Eiyuu Senki - The World Conquest
Miyamoto Musashi (ES),Eiyuu Senki - The World Conquest
Musashibou Benkei (ES),Eiyuu Senki - The World Conquest
Napoleon Bonaparte (ES),Eiyuu Senki - The World Conquest
Nero (ES),Eiyuu Senki - The World Conquest
Oda Nobunaga (ES),Eiyuu Senki - The World Conquest
Queen Ashoka,Eiyuu Senki - The World Conquest
Queen of Britannia,Eiyuu Senki - The World Conquest
Queen of Yamatai,Eiyuu Senki - The World Conquest
Siegfried (ES),Eiyuu Senki - The World Conquest
Sir Bors,Eiyuu Senki - The World Conquest
Sir Galahad (ES),Eiyuu Senki - The World Conquest
Sir Gawain,Eiyuu Senki - The World Conquest
Sir Kay,Eiyuu Senki - The World Conquest
Sir Percival,Eiyuu Senki - The World Conquest
Sir Tristan,Eiyuu Senki - The World Conquest
Tutankhamun,Eiyuu Senki - The World Conquest
Vlad Tepes,Eiyuu Senki - The World Conquest
Albrecht von Wallenstein,Eiyuu Senki War Wonder
Bellamy (ES),Eiyuu Senki War Wonder
Benjamin Franklin (ES),Eiyuu Senki War Wonder
Bluetooth,Eiyuu Senki War Wonder
Charles Darwin (ES),Eiyuu Senki War Wonder
Dante Alighieri (ES),Eiyuu Senki War Wonder
Daode Tianzun,Eiyuu Senki War Wonder
Eumenes (ES),Eiyuu Senki War Wonder
Isaac Newton (ES),Eiyuu Senki War Wonder
Liu Bang,Eiyuu Senki War Wonder
Rurik,Eiyuu Senki War Wonder
Saint Nicholas (ES),Eiyuu Senki War Wonder
Sakamoto Ryoma (ES),Eiyuu Senki War Wonder
Sanada Yukimura (ES),Eiyuu Senki War Wonder
Taliesin (ES),Eiyuu Senki War Wonder
Tancred,Eiyuu Senki War Wonder
Obana,Eizen Karukaya Kaitan
Doumeki Parker,Eizouken ni wa Te wo Dasu na!
Midori Asakusa,Eizouken ni wa Te wo Dasu na!
Sayaka Kanamori,Eizouken ni wa Te wo Dasu na!
Sowande Sakaki,Eizouken ni wa Te wo Dasu na!
Tsubame Mizusaki,Eizouken ni wa Te wo Dasu na!
Panthy,El Arca
Sacarino,El Botones Sacarino
Ellis (ECB),El Cazador de la Bruja
Jodie Hayward,El Cazador de la Bruja
L.A.,El Cazador de la Bruja
Lirio,El Cazador de la Bruja
Nadie,El Cazador de la Bruja
Ricardo (ECB),El Cazador de la Bruja
Chapulín Colorado,El Chapulín Colorado
Chaves,El Chavo
Don Ramón,El Chavo
Doña Clotilde,El Chavo
Doña Florinda,El Chavo
La Chilindrina,El Chavo
Ñoño,El Chavo
Profesor Jirafales,El Chavo
Quico,El Chavo
Señor Barriga,El Chavo
Ashley (EGS),El Goonish Shive
Catalina Bobcat,El Goonish Shive
Demonic Duck,El Goonish Shive
Diane (EGS),El Goonish Shive
Ellen Dunkel,El Goonish Shive
Elliot Dunkel,El Goonish Shive
Grace Sciuridae,El Goonish Shive
Justin Tolkiberry,El Goonish Shive
Nanase (EGS),El Goonish Shive
Pandora Chaos Raven,El Goonish Shive
Rhoda,El Goonish Shive
Sarah (EGS),El Goonish Shive
Tedd Verres,El Goonish Shive
Tiffany Susan Pompoms,El Goonish Shive
Afura Mann,El Hazard
Alielle,El Hazard
Fatora Venus,El Hazard
Ifurita,El Hazard
Katsuhiko Jinnai,El Hazard
Makoto Mizuhara,El Hazard
Masamichi Fujisawa,El Hazard
Miz Mishtal,El Hazard
Nanami Jinnai,El Hazard
Queen Diva,El Hazard
Rune Venus,El Hazard
Shayla Shayla,El Hazard
Don Quixote,El ingenioso hidalgo don Quijote de la Mancha
Sancho Panza,El ingenioso hidalgo don Quijote de la Mancha
Guru Guru,El mundo del Profesor Rossa
Joselito,El pequeño ruiseñor
Enoch (ES),El Shaddai: Ascension of the Metatron
Lucifel,El Shaddai: Ascension of the Metatron
El Bicho,El Telebichario
Frida Suárez,El Tigre: The Adventures of Manny Rivera
Manny Rivera,El Tigre: The Adventures of Manny Rivera
Maria Rivera,El Tigre: The Adventures of Manny Rivera
Dento,Elain the Bounty Hunter
Elain,Elain the Bounty Hunter
Hrathen,Elantris
Raoden,Elantris
Sarene,Elantris
Alajea,Eldarya
Ashkore,Eldarya
Chrome (Eldarya),Eldarya
Cryllis,Eldarya
Erika (Eldarya),Eldarya
Ewelein,Eldarya
Ezarel,Eldarya
Huang Chu,Eldarya
Huang Hua,Eldarya
Karenn,Eldarya
Keroshane,Eldarya
Koori,Eldarya
Leiftan,Eldarya
Mathieu,Eldarya
Miiko,Eldarya
Nevra,Eldarya
Valkyon,Eldarya
Ancient Dragon Lansseax,Elden Ring
Blaidd,Elden Ring
"D, Hunter of the Dead",Elden Ring
Dung Eater,Elden Ring
Elden Beast,Elden Ring
Fia,Elden Ring
Gideon Ofnir,Elden Ring
Godfrey,Elden Ring
Godrick the Golden,Elden Ring
Goldmask,Elden Ring
Iron Fist Alexander,Elden Ring
Lambkin,Elden Ring
Lichdragon Fortissax,Elden Ring
Malenia,Elden Ring
Maliketh,Elden Ring
Margit,Elden Ring
Melina,Elden Ring
Millicent,Elden Ring
Miquella,Elden Ring
Mohg,Elden Ring
Queen Marika,Elden Ring
Radagon,Elden Ring
Radahn,Elden Ring
Ranni,Elden Ring
Rennala,Elden Ring
Roderika,Elden Ring
Rogier,Elden Ring
Rya,Elden Ring
Rykard,Elden Ring
Smithing Master Hewg,Elden Ring
Torrent,Elden Ring
Varré,Elden Ring
Bocha,ēlDLIVE
Chuuta Kokonose,ēlDLIVE
Dr. Love,ēlDLIVE
Glock,ēlDLIVE
Gucci,ēlDLIVE
Laine Brick,ēlDLIVE
Misuzu Sonokata,ēlDLIVE
Nina Mikhailovna Pavlova,ēlDLIVE
Veronica Borowczyk,ēlDLIVE
Arpaka,Elebits
Kai (Elebits),Elebits
Amyeong,ELECEED
Awakened Cat,ELECEED
Boyoung Choi,ELECEED
Chul Young,ELECEED
Dr. Delein,ELECEED
Duke Grane,ELECEED
Duri,ELECEED
Gangseok Choi,ELECEED
Gangwoo Choi,ELECEED
Giwook Jang,ELECEED
Inhyuk Goo,ELECEED
Iseul Ju,ELECEED
Jaehyuk Lee,ELECEED
Jeongsu Lee,ELECEED
Jihye Lee,ELECEED
Jisuk Yoo,ELECEED
Jiwoo Seo,ELECEED
Jiyoung Yoo,ELECEED
Kartein,ELECEED
Kayden Break,ELECEED
Lia Eresby,ELECEED
Lobrene,ELECEED
Miyoung Koi,ELECEED
Seokcheol Chu,ELECEED
Seongha Park,ELECEED
Seongik Han,ELECEED
Siyeong Seong,ELECEED
Subin Lee,ELECEED
Sucheon Kang,ELECEED
Suhan Kang,ELECEED
Suman Kang,ELECEED
Supil Kang,ELECEED
Taeyoung Ki,ELECEED
Wooin,ELECEED
Woonyoung Ki,ELECEED
Ezra (EB),Electric Bones
Lucian Valencourt,Electric Bones
Edgar (ED),Electric Dreams
Ei Iwabuchi,Elegant Impermanence of Sakura
Emitsu Kaminazuki,Elegant Impermanence of Sakura
Hisoka Uroki,Elegant Impermanence of Sakura
Inori Jinguuji,Elegant Impermanence of Sakura
Sakura God of Transient Elegance,Elegant Impermanence of Sakura
Akine Kuga,Elegant Yokai Apartment Life
Fukase Akira,Elegant Yokai Apartment Life
Mizuki Hase,Elegant Yokai Apartment Life
Naomi Chiaki,Elegant Yokai Apartment Life
Ryuu-san,Elegant Yokai Apartment Life
Yuushi Inaba,Elegant Yokai Apartment Life
Cisqua,Elemental Gelade
Coud Van Giruet,Elemental Gelade
Kullweet Envatilia,Elemental Gelade
Reverie Metherlence,Elemental Gelade
Rowen (EG),Elemental Gelade
The Sleeper,Elemental Gimmick Gear
Phyllis (EKR),Elemental Knights R
Elena of Avalor,Elena of Avalor
Isabel Castillo Flores,Elena of Avalor
Buddy the Elf,Elf
Gimbel's Manager,Elf
Iris (EBF),Elf Breeding Farm
Melvie,Elf Breeding Farm
Scar (EDSG),Elf Deck To Senjou Gurashi
Miria (EHN),Elf Hime Nina
Beatriz Lilyholm,Elf Kishidan Sokuochi Harem
Hillugit Ericson,Elf Kishidan Sokuochi Harem
Svea,Elf Kishidan Sokuochi Harem
Riya,Elf Who Likes To Be Humiliated
Keira (EWC),Elf Wives Cheat to Ride my Meat
Sissel (EWC),Elf Wives Cheat to Ride my Meat
Airi Komiyama,Elf wo Karu Mono-tachi
Celcia Marieclaire,Elf wo Karu Mono-tachi
Junpei Ryuzouji,Elf wo Karu Mono-tachi
Ritsuko Inoue,Elf wo Karu Mono-tachi
Akuseria Ul Ririgarudo,Elf Yome to Hajimeru Isekai Ryoushu Seikatsu
Hakuhana Waguri,Elf Yome to Hajimeru Isekai Ryoushu Seikatsu
Akiho Ino,Elf-san wa Yaserarenai
Erufuda,Elf-san wa Yaserarenai
Gonda,Elf-san wa Yaserarenai
Hitome,Elf-san wa Yaserarenai
Honeda,Elf-san wa Yaserarenai
Kobo,Elf-san wa Yaserarenai
Kuroeda,Elf-san wa Yaserarenai
Kusahanada,Elf-san wa Yaserarenai
Medesa,Elf-san wa Yaserarenai
Mero,Elf-san wa Yaserarenai
Naoe,Elf-san wa Yaserarenai
Oga,Elf-san wa Yaserarenai
Oku,Elf-san wa Yaserarenai
Ooeda,Elf-san wa Yaserarenai
Raika (EwY),Elf-san wa Yaserarenai
Satero,Elf-san wa Yaserarenai
Bando,Elfen Lied
Kouta,Elfen Lied
Kurama (EL),Elfen Lied
Mariko Kurama,Elfen Lied
Mayu (EL),Elfen Lied
Nana (EL),Elfen Lied
Nyu,Elfen Lied
Yuka,Elfen Lied
Aroree,ElfQuest
Bearclaw,ElfQuest
Clearbrook,ElfQuest
Cutter,ElfQuest
Dart (EQ),ElfQuest
Dewshine,ElfQuest
Ember (EQ),ElfQuest
Joyleaf,ElfQuest
Kahvi,ElfQuest
Leetah,ElfQuest
Mender,ElfQuest
Moonshade,ElfQuest
Nightfall,ElfQuest
Nightrunner (EQ),ElfQuest
One-Eye,ElfQuest
Petalwing,ElfQuest
Pike,ElfQuest
Rayek,ElfQuest
Redlance,ElfQuest
Savah,ElfQuest
Scouter,ElfQuest
Skywise,ElfQuest
Strongbow,ElfQuest
Suntop,ElfQuest
Teir,ElfQuest
Timmain,ElfQuest
Timmorn Yellow-Eyes,ElfQuest
Treestump,ElfQuest
Tyldak,ElfQuest
Tyleet,ElfQuest
Venka,ElfQuest
Winnowill,ElfQuest
Agent J (EBA),Elite Beat Agents
Commander Kahn,Elite Beat Agents
Bora Eom,Elixir
Euhna,Elixir
Hwayeon Ryu,Elixir
Siyeon Ryu,Elixir
Bayan,Elixir of the Sun
Dhan,Elixir of the Sun
Ehekatl of Luck,Elona
Jure of Healing,Elona
Elqueeness,Elqueeness
Ifrit (Elqueeness),Elqueeness
Lapis Lazuli (Elqueeness),Elqueeness
Rubius,elrubiusOMG
Add,Elsword
Ain,Elsword
Anduran,Elsword
Angkor,Elsword
Aren Haan,Elsword
Ariel (Elsword),Elsword
Artea,Elsword
Asella,Elsword
Bellonde Gaia,Elsword
Chloe (Elsword),Elsword
Chung,Elsword
Ciel,Elsword
Clamor Ventus,Elsword
Darkmoon,Elsword
Dekal,Elsword
Denif,Elsword
Diana (Elsword),Elsword
Dimension Witch,Elsword
Drabaki,Elsword
Elesis,Elsword
Elsword,Elsword
Eltrion,Elsword
Eve (Elsword),Elsword
Fenriart Solace,Elsword
Gloria (Elsword),Elsword
Hadron,Elsword
Haivan,Elsword
Harnie Solace,Elsword
Helputt Seiker,Elsword
Hennon,Elsword
Herbaon,Elsword
Ignia,Elsword
In,Elsword
Jin (Elsword),Elsword
Lincy,Elsword
Little Specter,Elsword
Lu,Elsword
Luriel,Elsword
Moon Master,Elsword
Nichel,Elsword
Nisha,Elsword
Nyx Pieta,Elsword
Perkisas,Elsword
Radiant Soul,Elsword
Ran (Elsword),Elsword
Raven Cronwell,Elsword
Rose (Elsword),Elsword
Rosso,Elsword
Ryota,Elsword
Sasha (Elsword),Elsword
Station Administrator,Elsword
Stirbargen,Elsword
Titania Landar,Elsword
Twilight (Elsword),Elsword
Vasili,Elsword
Ventus (Elsword),Elsword
Victoria (Elsword),Elsword
Winster,Elsword
Yuria Landar,Elsword
Nornir,Elven Bride
Faye (EC),Elven Conquest
Justice (EC),Elven Conquest
Seraphine (EC),Elven Conquest
Elenore,Elven Conquest 2
Primrose (EC2),Elven Conquest 2
Rhiannon,Elven Conquest 2
Elvira,Elvira: Mistress of the Dark
Darla,Em-8ER
Saki Yoshida,Emergence
Otaku Beyond Human Intellect,Emergency Everyday
Shinkuu,Emergency Everyday
True-Born Black Gamer,Emergency Everyday
Emily Strange,Emily the Strange
Emirichu,Emirichu
Emma Woodhouse,Emma
Asahina Meiro,emoechi
Emperor (EtI),Emperor to Issho
Kaho Minami,Emperor to Issho
Reina Nishiura,Emperor to Issho
Leon Esther,"Emperor, Stay Here, Your Knight's Getting Off Work"
Oso Wiverr de Oro,"Emperor, Stay Here, Your Knight's Getting Off Work"
Lianxiang Bu,Emperor's Domination
Qiye Li,Emperor's Domination
Aenon Lionheart,Empress Cesia Wears Knickerbockers
Yuri Claude,Empress Cesia Wears Knickerbockers
Theresa Sullivan,Empress Theresa
Auctioneer,ENA
ENA,ENA
Merci,ENA
Moony,ENA
Phindoll,ENA
Shepherd (ENA),ENA
Taski Maiden,ENA
Ulysses (ENA),ENA
Volley,ENA
Agustín Madrigal,Encanto
Alma Madrigal,Encanto
Antonio Madrigal,Encanto
Bruno Madrigal,Encanto
Camilo Madrigal,Encanto
Casita,Encanto
Dolores Madrigal,Encanto
Félix Madrigal,Encanto
Isabela Madrigal,Encanto
Julieta Madrigal,Encanto
Luisa Madrigal,Encanto
Mariano Guzmán,Encanto
Mirabel Madrigal,Encanto
Pedro Madrigal,Encanto
Pepa Madrigal,Encanto
Giselle,Enchanted
Pip (Enchanted),Enchanted
Queen Narissa,Enchanted
Miyabi (EitM),Enchanted in the Moonlight
End,End and Save
Save,End and Save
Philia Loadrain,End of Arcadia
Cody Toscarina,END ROLL
Deranged Maniac,END ROLL
Dogma Toscarina,END ROLL
Gardenia Reitman,END ROLL
Informant,END ROLL
Kantera,END ROLL
Memory Girl,END ROLL
Mireille Nif,END ROLL
Raymond Costa,END ROLL
Tabasa McNeil,END ROLL
Walter Bartley,END ROLL
Wisdom Observer (F),END ROLL
Wisdom Observer (M),END ROLL
Yumi Bombers,END ROLL
Yuue,END ROLL
Asaharu Mamiya,End Roll Back
Dark Witch Eleine,ENDER LILIES: Quietus of the Knights
Guardian Siegrid,ENDER LILIES: Quietus of the Knights
Guardian Silva,ENDER LILIES: Quietus of the Knights
Lily (EL),ENDER LILIES: Quietus of the Knights
Umbral Knight,ENDER LILIES: Quietus of the Knights
Ender Wiggin,Ender's Game
Valentine Wiggin,Ender's Game
Yan Yue,Endgame Restart
Cordelia Chase (EM),Ending Maker
Dalia (EM),Ending Maker
Jude Bayer,Ending Maker
Maia (EM),Ending Maker
Gaston Gray,Endless Ocean: Blue World
Jean-Eric Louvier,Endless Ocean: Blue World
Oceana Louvier,Endless Ocean: Blue World
Jenestra Omalfi'Meos,Endless Space 2
Byx,Endling
Tobble,Endling
Aoto Endo,Endo and Kobayashi's Live Commentary on the Villainess
Fiene,Endo and Kobayashi's Live Commentary on the Villainess
Rize-tan,Endo and Kobayashi's Live Commentary on the Villainess
Shihono Kobayashi,Endo and Kobayashi's Live Commentary on the Villainess
Siegward Fitzenhagen,Endo and Kobayashi's Live Commentary on the Villainess
Endou,Endou-kun no Kansatsu Nikki
Emilio Langheim,Endride
Shun Asanaga,Endride
Fai Fai,Endro~!
Female Knight (Endro),Endro~!
Mao (Endro),Endro~!
Mei-chan,Endro~!
Meigo,Endro~!
Rona Pricipa O'Lapanesta,Endro~!
Seiran Ellenoar,Endro~!
Yu-chan,Endro~!
Akitaru Oubi,Enen no Shouboutai
Amaterasu (EnS),Enen no Shouboutai
Arrow,Enen no Shouboutai
Arthur Boyle,Enen no Shouboutai
Asako Hague,Enen no Shouboutai
Beni,Enen no Shouboutai
Charon (EnS),Enen no Shouboutai
Conehead,Enen no Shouboutai
Dr. Giovanni,Enen no Shouboutai
Dragon (EnS),Enen no Shouboutai
Dumbass Devil,Enen no Shouboutai
Evangelist,Enen no Shouboutai
Flail,Enen no Shouboutai
Flare,Enen no Shouboutai
Foien Li,Enen no Shouboutai
Gorilla Cyclops,Enen no Shouboutai
Gureo Haijima,Enen no Shouboutai
Gustav Honda,Enen no Shouboutai
Haran,Enen no Shouboutai
Haumea,Enen no Shouboutai
Hibana,Enen no Shouboutai
Hikage (EnS),Enen no Shouboutai
Hinata (EnS),Enen no Shouboutai
Inca,Enen no Shouboutai
Iris,Enen no Shouboutai
Joker (EnS),Enen no Shouboutai
Juggernaut (EnS),Enen no Shouboutai
Karim Flam,Enen no Shouboutai
Karin Sasaki,Enen no Shouboutai
Kayoko Huang,Enen no Shouboutai
Konro Sagamiya,Enen no Shouboutai
Leonard Burns,Enen no Shouboutai
Lisa (EnS),Enen no Shouboutai
Mari Kusakabe,Enen no Shouboutai
Mirage (EnS),Enen no Shouboutai
Nataku Son,Enen no Shouboutai
Ogun Montgomery,Enen no Shouboutai
Onyango,Enen no Shouboutai
Orochi (EnS),Enen no Shouboutai
Puppeteer (EnS),Enen no Shouboutai
Purt Co Paan,Enen no Shouboutai
Raffles III,Enen no Shouboutai
Rekka Hoshimiya,Enen no Shouboutai
Ritsu (EnS),Enen no Shouboutai
Scop,Enen no Shouboutai
Setsuo Miyamoto,Enen no Shouboutai
Shadow of the Holy Sol Captain,Enen no Shouboutai
Shou Kusakabe,Enen no Shouboutai
Souichirou Hague,Enen no Shouboutai
Sputter,Enen no Shouboutai
Takehisa Hinawa,Enen no Shouboutai
Takigi Oze,Enen no Shouboutai
Tamaki Kotatsu,Enen no Shouboutai
Tempe,Enen no Shouboutai
The Sex-Crazed Loser,Enen no Shouboutai
Toru Kishiri,Enen no Shouboutai
Viktor Licht,Enen no Shouboutai
Vul,Enen no Shouboutai
Woman in Black,Enen no Shouboutai
Yata (EnS),Enen no Shouboutai
Yona (EnS),Enen no Shouboutai
Yu (EnS),Enen no Shouboutai
Yuichiro Kurono,Enen no Shouboutai
Erina Houjou,Energy Kyouka!!
Kyouka Shiraishi,Energy Kyouka!!
Leona Houjou,Energy Kyouka!!
Lily Tanaka,Energy Kyouka!!
Ayano Yugiri,Engage Kiss
Kanna Ogata,Engage Kiss
Kisara (EK),Engage Kiss
Sharon Holygrail,Engage Kiss
Shuu Ogata,Engage Kiss
Saki Rouyama,Engine Sentai Go-Onger
Kim Ha-yoon,Engineering Beauties
Sul-ah Han,Engineering Beauties
Yu-min Lee,Engineering Beauties
Heeseung,ENHYPEN
Jake (ENHA),ENHYPEN
Jay Park,ENHYPEN
Ni-ki,ENHYPEN
Sunghoon (ENHA),ENHYPEN
Sunoo,ENHYPEN
Yang Jungwon,ENHYPEN
Chester,ENIGMA:
Envirio,ENIGMA:
Greta (E:),ENIGMA:
Lauro,ENIGMA:
Aegis Thea Eaderlindt,Enjo Kouhai
Iris Thea Eaderlindt,Enjo Kouhai
Navy Blue Songstress,Enjo Kouhai
Ouka Origamine,Enjo Kouhai
Ur-chan,Enjo Kouhai
Ami (Bitch),Enkou JK Bitch Gal: Ojisan to Namapako Seikatsu
Horus (ENNEAD),ENNEAD
Osiris (ENNEAD),ENNEAD
Seth (ENNEAD),ENNEAD
Ruka Tsukinaga,Ensemble Girls!
Suzu Kuromori,Ensemble Girls!
Adonis Otogari,Ensemble Stars!
Aira Shiratori,Ensemble Stars!
Akiomi Kunugi,Ensemble Stars!
Anzu (ES),Ensemble Stars!
Arashi Narukami,Ensemble Stars!
Bloody Mary (ES),Ensemble Stars!
Chiaki Morisawa,Ensemble Stars!
Daikichi,Ensemble Stars!
Eichi Tenshouin,Ensemble Stars!
Hajime Shino,Ensemble Stars!
Hiiro Amagi,Ensemble Stars!
HiMERU,Ensemble Stars!
Hinata Aoi,Ensemble Stars!
Hiyori Tomoe,Ensemble Stars!
Hokuto Hidaka,Ensemble Stars!
Ibara Saegusa,Ensemble Stars!
Izumi Sena,Ensemble Stars!
Jin Sagami,Ensemble Stars!
Jun Sazanami,Ensemble Stars!
Kamegorou,Ensemble Stars!
Kaname Toujou,Ensemble Stars!
Kanata Shinkai,Ensemble Stars!
Kaoru Hakaze,Ensemble Stars!
Keito Hasumi,Ensemble Stars!
Koga Oogami,Ensemble Stars!
Kohaku Oukawa,Ensemble Stars!
Kuro Kiryu,Ensemble Stars!
Leo Tsukinaga,Ensemble Stars!
Leon (ES),Ensemble Stars!
Maa-kun,Ensemble Stars!
Madara Mikejima,Ensemble Stars!
Mado-nee,Ensemble Stars!
Makoto Yuuki,Ensemble Stars!
Mayoi Ayase,Ensemble Stars!
Midori Takamine,Ensemble Stars!
Mika Kagehira,Ensemble Stars!
Mitsuru Tenma,Ensemble Stars!
Nagisa Ran,Ensemble Stars!
Natsume Sakasaki,Ensemble Stars!
Nazuna Nito,Ensemble Stars!
Niki Shiina,Ensemble Stars!
Oshi-san,Ensemble Stars!
Rei Sakuma,Ensemble Stars!
Rinne Amagi,Ensemble Stars!
Ritsu Sakuma,Ensemble Stars!
Seiya Hidaka,Ensemble Stars!
Shinobu Sengoku,Ensemble Stars!
Sora Harukawa,Ensemble Stars!
Souma Kanzaki,Ensemble Stars!
Subaru Akehoshi,Ensemble Stars!
Tatsumi Kazehaya,Ensemble Stars!
Tetora Nagumo,Ensemble Stars!
Tomoya Mashiro,Ensemble Stars!
Tori Himemiya,Ensemble Stars!
Tsukasa Suou,Ensemble Stars!
Tsumugi Aoba,Ensemble Stars!
Wataru Hibiki,Ensemble Stars!
Yuta Aoi,Ensemble Stars!
Yuzuru Fushimi,Ensemble Stars!
Trip (Enslaved),Enslaved: Odyssey to the West
Bowler,Enter the Gungeon
The Bullet,Enter the Gungeon
The Convict,Enter the Gungeon
The Cultist,Enter the Gungeon
The Gunslinger,Enter the Gungeon
The Hunter (EtG),Enter the Gungeon
The Marine,Enter the Gungeon
The Pilot,Enter the Gungeon
The Robot,Enter the Gungeon
Winchester,Enter the Gungeon
Hero Minamori,ENTUM
Guys,Enzai
Chloe (EFOD),EPHEMERAL
Nagi (EFOD),EPHEMERAL
Natsume (EFOD),EPHEMERAL
Ray (EFOD),EPHEMERAL
Shiba,EPHEMERAL
Anna (EBF),Epic Battle Fantasy
Lance (EBF),Epic Battle Fantasy
Matt (EBF),Epic Battle Fantasy
Natalie,Epic Battle Fantasy
NoLegs,Epic Battle Fantasy
Tink (EoG),Epic of Gilgamesh
Waron,Epic of Gilgamesh
Achates Larunda,Epic Seven
Adin,Epic Seven
Aither Tali,Epic Seven
Alencia,Epic Seven
Alexa Lovelace,Epic Seven
Ambitious Tywin,Epic Seven
Angelica Angelus,Epic Seven
Apocalypse Ravi,Epic Seven
Archdemon's Shadow,Epic Seven
Aria (E7),Epic Seven
Arky,Epic Seven
Armin (E7),Epic Seven
Artena,Epic Seven
Arunka,Epic Seven
Assassin Coli,Epic Seven
Basar,Epic Seven
Beehoo,Epic Seven
Belian,Epic Seven
Bellona Moune,Epic Seven
Biblica,Epic Seven
Biblio,Epic Seven
Briar Witch Iseria,Epic Seven
Carmainerose,Epic Seven
Carrot Ranka,Epic Seven
Cartuja,Epic Seven
Cecilia of Wintenberg,Epic Seven
Celestial Mercedes,Epic Seven
Celine (E7),Epic Seven
Cerise,Epic Seven
Cermia Ranka,Epic Seven
Challenger Dominiel,Epic Seven
Champion Zerato,Epic Seven
Chaos Inquisitor,Epic Seven
Chaos Sect Axe,Epic Seven
Charles Sharon,Epic Seven
Charlotte of La Mare,Epic Seven
Cidd,Epic Seven
Clarissa Mariposa,Epic Seven
Command Model Laika,Epic Seven
Conqueror Lilias,Epic Seven
Curator Aerin,Epic Seven
Dana (E7),Epic Seven
Designer Lilibet,Epic Seven
Destina,Epic Seven
Diene Tali,Epic Seven
Dingo,Epic Seven
Eda (E7),Epic Seven
Elder Saria,Epic Seven
Elena (E7),Epic Seven
Eligos,Epic Seven
Eliza Barelit,Epic Seven
Elson Lloyd,Epic Seven
Enott Forem,Epic Seven
Faithless Lidica,Epic Seven
Fallen Cecilia,Epic Seven
Fighter Maya,Epic Seven
Flan (E7),Epic Seven
Francesca (E7),Epic Seven
Furious Klaut,Epic Seven
Garo Rils,Epic Seven
Gloomyrain,Epic Seven
Great Chief Khawana,Epic Seven
Haste,Epic Seven
Hwayoung,Epic Seven
Ilynav,Epic Seven
Inferno Khawazu,Epic Seven
Iseria,Epic Seven
Judge Kise,Epic Seven
Judith (E7),Epic Seven
Karin Fantaria,Epic Seven
Katenka,Epic Seven
Kawerik,Epic Seven
Kayron,Epic Seven
Kazran,Epic Seven
Ken (E7),Epic Seven
Khawana,Epic Seven
Kise,Epic Seven
Kluri,Epic Seven
Krau,Epic Seven
Landy,Epic Seven
Last Rider Krau,Epic Seven
Lena (E7),Epic Seven
Leontius Leo,Epic Seven
Lidica Asin,Epic Seven
Lilias Perlutia,Epic Seven
Lilibet,Epic Seven
Lionheart Cermia,Epic Seven
Little Queen Charlotte,Epic Seven
Lona,Epic Seven
Lorina Lilin,Epic Seven
Lua (E7),Epic Seven
Lucy (E7),Epic Seven
Ludwig (E7),Epic Seven
Luluca,Epic Seven
Luna Bianca,Epic Seven
Maid Chloe,Epic Seven
Melissa Bloodrose,Epic Seven
Mercedes (E7),Epic Seven
Merchant Afih,Epic Seven
Mistychain,Epic Seven
Montmorancy,Epic Seven
Mortelix,Epic Seven
Mui (E7),Epic Seven
Muwi,Epic Seven
Nana (E7),Epic Seven
Operator Sigret,Epic Seven
Otillie,Epic Seven
Pavel (E7),Epic Seven
Pearlhorizon,Epic Seven
Peira,Epic Seven
Penelope Travanti,Epic Seven
Politis,Epic Seven
Ran (E7),Epic Seven
Ras Elclare,Epic Seven
Ravi,Epic Seven
Ray Damus,Epic Seven
Remnant Violet,Epic Seven
Requiemroar,Epic Seven
Rikoris,Epic Seven
